addressNumber,districtCode,altitude,stationType,address,zipCode,location/lat,location/lon,districtName,name,nearbyStations/0,id,nearbyStations/1,nearbyStations/2,nearbyStations/3
S/N,,,"BIKE,TPV",DR. ANDRADE ARCOS DE BELÉN,,19.426611,-99.14447,,448 DR. ANDRADE - ARCOS DE BELÉN,448,448,,,
S/N,1,,BIKE,443 - Bruno Trave-Avenida México-Coyoacan,3340,19.359655,-99.162025,Ampliación Granada,443 BRUNO TRAVEN-GOLONDRINAS,432,443,442,444,
S/N,1,,BIKE,416 - Recreo-Parroquía,3104,19.371308,-99.177607,Ampliación Granada,416 RECREO-PARROQUÍA,390,416,391,415,
S/N,1,,BIKE,437 - Moras-Comunal,3240,19.36480833,-99.17602222,Ampliación Granada,437 MORAS-COMUNAL,423,437,436,438,
S/N,1,,BIKE,438 - Adolfo Prieto-José María Olloqui,3240,19.36479722,-99.17458333,Ampliación Granada,438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI,434,438,435,437,
S/N,1,,BIKE,440 - Real De Mayorazgo-Puente Xoco,3330,19.36065,-99.168669,Ampliación Granada,440 REAL DE MAYORAZGO-PUENTE XOCO,433,440,439,441,
S/N,1,,"BIKE,TPV",347 - Pennsylvania-Maximino Avila Camacho,3710,19.384378,-99.176097,Ampliación Granada,347 PENNSYLVANIA-MAXIMINO AVILA CAMACHO,334,347,346,348,
S/N,1,,BIKE,350 - Jose Clemente Orozco-Correggio,3710,19.384062,-99.181482,Ampliación Granada,350 JOSE CLEMENTE OROZCO-CORREGGIO,349,350,352,,
S/N,1,,BIKE,356 - Matias Romero -Adolfo Prieto,3100,19.381292,-99.170171,Ampliación Granada,356 MATIAS ROMERO -ADOLFO PRIETO,355,356,357,372,
S/N,1,,BIKE,361 - Porfirio Díaz-Av. Insurgentes,3100,19.3804457,-99.1762233,Ampliación Granada,361 PORFIRIO DÍAZ-AV. INSURGENTES,354,361,369,370,
S/N,1,,BIKE,368 - Porfirio Díaz-Cincinatti,3740,19.379246,-99.179344,Ampliación Granada,368 PORFIRIO DÍAZ-CINCINATTI ,366,368,367,369,
S/N,1,,"BIKE,TPV",369 - Porfirio Díaz-Av. Insurgentes,3740,19.379884,-99.177478,Ampliación Granada,369 PORFIRIO DÍAZ-AV. INSURGENTES,367,369,368,,
S/N,1,,"BIKE,TPV",372 - Dr. Roberto Gayol-Tlacoquemecatl,3104,19.37797,-99.170289,Ampliación Granada,372 DR. ROBERTO GAYOL-TLACOQUEMECATL,373,372,378,379,
S/N,1,,BIKE,379 - Dr. Roberto Gayol-Miguel Laurent,3104,19.375751,-99.17084,Ampliación Granada,379 DR. ROBERTO GAYOL-MIGUEL LAURENT,378,379,380,395,
S/N,1,,"BIKE,TPV",402 - Uxmal-Municipio Libre,3310,19.3709452,-99.1587223,Ampliación Granada,402 UXMAL-MUNICIPIO LIBRE,401,402,403,405,
S/N,1,,"BIKE,TPV",003 - Reforma - Insurgentes,06500,19.431655,-99.158668,Ampliación Granada,3 REFORMA-INSURGENTES,8,3,20,86,
S/N,1,,BIKE,012 - Río Lerma - Villalongin,06500,19.432313,-99.161597,Ampliación Granada,12 RIO LERMA-VILLALONGIN,11,12,19,20,85
S/N,1,,"BIKE,TPV",013 - Reforma - Rio Rodano,06500,19.423778,-99.175558,Ampliación Granada,13 REFORMA-RIO RODANO,7,13,14,21,
S/N,1,,BIKE,016 - Reforma - Rio Guadalquivir,06500,19.42653,-99.169164,Ampliación Granada,16 REFORMA-RIO GUADALQUIVIR,9,16,23,24,
S/N,1,,"BIKE,TPV",017 - Reforma - Rio Tiber,06500,19.427501,-99.167125,Ampliación Granada,17 REFORMA-RIO TIBER,16,17,18,25,
S/N,1,,"BIKE,TPV",019 - Reforma - Rio Neva,06500,19.43001,-99.161675,Ampliación Granada,19 REFORMA-RIO NEVA,12,19,20,27,
S/N,1,,"BIKE,TPV",021 - Reforma - Lieja,06500,19.423317,-99.175124,Ampliación Granada,21 REFORMA-LIEJA,7,21,13,14,28
S/N,1,,"BIKE,TPV",036 - Puebla - Veracruz,06140,19.419725,-99.175778,Ampliación Granada,36 PUEBLA-VERACRUZ,37,36,41,44,
S/N,1,,"BIKE,TPV",047 - Glorieta Cibeles - Oaxaca,06700,19.419515,-99.166299,Ampliación Granada,47 GLORIETA CIBELES-OAXACA,42,47,51,56,
S/N,1,,"BIKE,TPV",041 - Reforma - Av. de la República,06700,19.435637,-99.150137,Ampliación Granada,41 REFORMA-AV. DE LA REPUBLICA,29,41,,,
S/N,1,,"BIKE,TPV",055 - 5 de Mayo - Bolívar,06700,19.434356,-99.138064,Ampliación Granada,55 5 DE MAYO-BOLIVAR,65,55,87,88,
S/N,1,,BIKE,057 - Cuernavaca - Juan Escutia,06140,19.414903,-99.17495,Ampliación Granada,57 CUERNAVACA-JUAN ESCUTIA,48,57,49,50,62
S/N,1,,BIKE,066 - Mazatlán - Francisco Marquez,06170,19.411402,-99.178666,Ampliación Granada,66 MAZATLAN-FRANCISCO MARQUEZ,65,66,72,,
S/N,1,,BIKE,074 - Nuevo León - Ozulama,06100,19.410343,-99.172831,Ampliación Granada,74 NUEVO LEON-OZULAMA,63,74,68,,
S/N,1,,"BIKE,TPV",063 - Nuevo León - Laredo,06100,19.413681,-99.171531,Ampliación Granada,63 NUEVO LEON- LAREDO,76,63,77,,
S/N,1,,"BIKE,TPV",070 - Parque México - Michoacan,06100,19.411272,-99.169718,Ampliación Granada,70 PARQUE MEXICO-MICHOACAN,69,70,76,,
S/N,1,,BIKE,088 - 2a Cerrada de 5 de Mayo - Palma,,19.433815,-99.135303,Ampliación Granada,88 2A CDA 5 DE MAYO-PALMA,55,88,89,,
S/N,1,,BIKE,072 - Mazatlán - Alfonso Reyes,06170,19.409893,-99.179544,Ampliación Granada,72 MAZATLAN-ALFONSO REYES,65,72,66,75,
S/N,1,,"BIKE,TPV",086 - Sullivan-Insurgentes,06470,19.432378,-99.159077,Ampliación Granada,86 SULLIVAN-INSURGENTES,12,86,20,,
S/N,1,,BIKE,102 - Echeveste-Bolivar,,19.42821,-99.13949,Ampliación Granada,102 ECHEVESTE-BOLIVAR,101,102,104,109,
S/N,1,,BIKE,110 - Dr. Valenzuela-Dr. Río de la loza,,19.42513,-99.14339,Ampliación Granada,110 DR. VALENZUELA-DR. RÍO DE LA LOZA,107,110,108,122,
S/N,1,,BIKE,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,,19.438371,-99.166474,Ampliación Granada,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,103,111,160,183,
S/N,1,,BIKE,112 - Av. Morelos-Abraham González,06500,19.432819,-99.151734,Ampliación Granada,112 AV. MORELOS-ABRAHAM GONZALEZ,98,112,113,114,
S/N,1,,BIKE,123 - Claudio Bernard-Dr. Lavista,06500,19.424161,-99.153117,Ampliación Granada,123 CLAUDIO BERNARD-DR. LAVISTA,124,123,133,,
S/N,1,,BIKE,150 - Campeche-Medellín,,19.409965,-99.164292,Ampliación Granada,150 CAMPECHE-MEDELLÍN,146,150,151,152,
S/N,1,,"BIKE,TPV",154 - Tuxpan-Tlaxcala,,19.406683,-99.167962,Ampliación Granada,154 TUXPAN-TLAXCALA,152,154,153,157,
S/N,1,,BIKE,171 - Comercio-Jose Martí,,19.402584,-99.178199,Ampliación Granada,171 COMERCIO-JOSE MARTÍ,167,171,168,173,
S/N,1,,BIKE,173 - Minería-Jose Martí,,19.401682,-99.176398,Ampliación Granada,173 MINERÍA-JOSÉ MARTÍ,168,173,169,171,
S/N,1,,"BIKE,TPV",174 - Joaquín Garcia-Ignacio Manuel Altamirano,,19.44111,-99.16164,Ampliación Granada,174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,160,174,183,254,
S/N,1,,BIKE,204 - Temistocles-Homero,11510,19.435882,-99.19152,Ampliación Granada,204 TEMISTOCLES-HOMERO,196,204,200,245,
S/N,1,,"BIKE,TPV",197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,,19.440077,-99.204316,Ampliación Granada,197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,197,197,,,
S/N,1,,BIKE,227 - Campos Elíseos-Periférico,,19.431791,-99.207373,Ampliación Granada,227 CAMPOS ELÍSEOS-PERIFÉRICO,213,227,219,220,
S/N,1,,BIKE,181 - Benjamin Franklin-Saltillo,,19.404976,-99.175095,Ampliación Granada,181 BENJAMIN FRANKLIN-SALTILLO,168,181,169,179,
S/N,1,,BIKE,232 - Taine -  Rubén Darío,,19.42894,-99.185389,Ampliación Granada,232 TAINE-RUBEN DARÍO ,224,232,225,226,
S/N,1,,"BIKE,TPV",237 - Andrés Bello-Elliot,,19.426744,-99.193986,Ampliación Granada,237 ANDRÉS BELLO-ELLIOT ,193,237,234,238,
S/N,1,,BIKE,238 - Andrés Bello-Elliot,,19.426765,-99.193752,Ampliación Granada,238 ANDRÉS BELLO-ELLIOT ,193,238,234,237,
S/N,1,,BIKE,234 - Tres Picos-Arquímides,,19.42783,-99.191539,Ampliación Granada,234 TRES PICOS-ARQUÍMIDES ,192,234,193,231,
S/N,1,,BIKE,243 - Miguel de Cervantes Saavedra-Lago Filt,11510,19.440839,-99.196712,Ampliación Granada,243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ,199,243,242,244,
S/N,1,,BIKE,248 - Shakespeare-Lafayette,11510,19.43175,-99.177399,Ampliación Granada,248 SHAKESPEARE-LAFAYETTE ,246,248,247,249,
S/N,1,,"BIKE,TPV",250 - Darwin-Mariano Escobedo,11510,19.429057,-99.17966,Ampliación Granada,250 DARWIN-MARIANO ESCOBEDO ,239,250,249,252,
S/N,1,,"BIKE,TPV",253 - Dante-Tolstoi,11510,19.425835,-99.177924,Ampliación Granada,253 DANTE-TOLSTOI ,195,253,252,261,
S/N,1,,BIKE,255-Jose Rosas Moreno-Guillermo Prieto,,19.437159,-99.161808,Ampliación Granada,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,160,255,183,257,
S/N,1,,BIKE,259 - Tómas Alva Edison-Ponciano Arriaga,,19.43757,-99.15468,Ampliación Granada,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,256,259,,,
S/N,1,,BIKE,261 Paseo de la Reforma-Río Ródano,,19.423704,-99.175196,Ampliación Granada,261 PASEO DE LA REFORMA-RÍO RÓDANO ,195,261,252,253,
S/N,1,,BIKE,264 - H. Ferrocarrileros - Jesús Garcia ,,19.440985,-99.152935,Ampliación Granada,264 HÉROES FERROCARRILEROS-AV. CENTRAL,265,264,266,268,
S/N,1,,"BIKE,TPV",265 - Jesús Garcia-Héroes Ferrocarrileros,,19.440839,-99.152265,Ampliación Granada,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,264,265,275,,
S/N,1,,BIKE,273 Luis Donaldo Colosio - Av. Jesus Garcia,,19.442707,-99.152956,Ampliación Granada,273 LUIS DONALDO COLOSIO-AV. CENTRAL,176,273,268,274,
S/N,1,,BIKE,277 - Ampliación Tonalá-Obrero Mundial,3020,19.401807,-99.15909,Ampliación Granada,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,165,277,276,280,
S/N,1,,BIKE,278 - Mier Y Pesado-Obrero Mundial,3103,19.40071,-99.163831,Ampliación Granada,278 MIER Y PESADO-OBRERO MUNDIAL,164,278,279,282,
S/N,1,,BIKE,271 Av. Jesús García - J. Meneses,,19.442689,-99.152465,Ampliación Granada,271 AV. CENTRAL-J. MENESES ,266,271,267,272,
S/N,1,,BIKE,283 - Av. Coyoacán-Rafael Donde,3103,19.39827,-99.167383,Ampliación Granada,283 AV. COYOACÁN-RAFAEL DONDE,279,283,292,293,
S/N,1,,BIKE,288 - 11 De Abril-Avenida 2,3800,19.396333,-99.183575,Ampliación Granada,288 11 DE ABRIL-AVENIDA 2,287,288,310,311,
S/N,1,,"BIKE,TPV",305 - Avenida Del Parque-Arizona,3810,19.394693,-99.175531,Ampliación Granada,305 AVENIDA DEL PARQUE-ARIZONA,304,305,306,307,
S/N,1,,BIKE,308 - Nueva York-Arizona,3810,19.393594,-99.178072,Ampliación Granada,308 NUEVA YORK-ARIZONA,306,308,307,309,
S/N,1,,BIKE,310 - Calle 1-Av. Patriotismo,3800,19.395319,-99.181733,Ampliación Granada,310 CALLE 1-AV. PATRIOTISMO,309,310,311,312,
S/N,1,,BIKE,311 - Calle 5-Avenida Revolución,3800,19.393665,-99.185391,Ampliación Granada,311 CALLE 5-AVENIDA REVOLUCIÓN,310,311,312,328,
S/N,1,,BIKE,313 - Pennsylvania-Oklahoma,3810,19.391431,-99.178989,Ampliación Granada,313 PENNSYLVANIA-OKLAHOMA,308,313,309,314,
S/N,1,,BIKE,321 - Torres Adalid-Anaxágoras,3020,19.389477,-99.157513,Ampliación Granada,321 TORRES ADALID-ANAXÁGORAS,320,321,322,340,
S/N,1,,BIKE,322 - Heriberto Frías-Concepción Beistegui,3020,19.388528,-99.160616,Ampliación Granada,322 HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI,321,322,323,339,
S/N,1,,BIKE,325 - Providencia -Avenida Del Valle,3100,19.3881779,-99.1696894,Ampliación Granada,325 PROVIDENCIA -AVENIDA DEL VALLE,316,325,335,336,
S/N,2,,BIKE,251 - Goethe-Darwin,11510,19.429261,-99.17538,Anzures,251 GOETHE-DARWIN ,248,251,249,252,
S/N,2,,BIKE,252 - Víctor Hugo-Shakespeare,11510,19.427575,-99.17702,Anzures,252 VICTOR HUGO-SHAKESPEARE ,249,252,251,253,
S/N,2,,BIKE,249 - Shakespeare-Darwin,11510,19.429877,-99.177569,Anzures,249 SHAKESPEARE-DARWIN ,248,249,250,251,
S/N,2,,BIKE,246 - Leibnitz-Thiers,11510,19.434147,-99.179835,Anzures,246 LEIBNITZ-THIERS,207,246,247,248,
S/N,2,,BIKE,247 - Herschel-Rousseau,11510,19.432102,-99.180565,Anzures,247 HERSCHEL-ROUSSEAU ,226,247,239,246,
S/N,2,,BIKE,452 LEIBNITZ-AV. EJERCITO NACIONAL,,19.435031,-99.179838,Anzures,452 LEIBNITZ-AV. EJERCITO NACIONAL,452,452,,,
S/N,ACA,,BIKE,439 - Amores-Avenida Coyoacán,3240,19.36218889,-99.17246667,Acacias,439 AMORES-AVENIDA COYOACÁN,433,439,434,438,
S/N,ACA,,BIKE,436 - Rodriguez Saro-Bufallo,3240,19.366217,-99.177819,Acacias,436 RODRIGUEZ SARO-BUFALLO,422,436,423,437,
S/N,ACA,,BIKE,423 - Moras-José María Rico (Eje 8),3240,19.367631,-99.175342,Acacias,423 MORAS-JOSÉ MARÍA RICO (EJE 8),422,423,436,437,
S/N,ACT,,BIKE,435 - Rodriguez Saro-Avenida Coyoacán,3230,19.365154,-99.172906,Actipan,435 RODRIGUEZ SARO-AVENIDA COYOACÁN,433,435,434,438,
S/N,ACT,,BIKE,420 - María Luz Bringas-Oso,3230,19.369723,-99.17964,Actipan,420 MARÍA LUZ BRINGAS-OSO,418,420,419,421,
S/N,ACT,,BIKE,421 - María Luz Bringas-Oso,3230,19.369467,-99.179401,Actipan,421 MARÍA LUZ BRINGAS-OSO,419,421,420,422,
S/N,ACT,,BIKE,422 - Bufalo-José María Rico (Eje 8),3230,19.368356,-99.177487,Actipan,422 BUFALO-JOSÉ MARÍA RICO (EJE 8),421,422,423,436,
S/N,AMN,,BIKE,349 - Augusto Rodin-Avenida San Antonio,3840,19.385688,-99.180857,Ampliación Nápoles,349 AUGUSTO RODIN-AVENIDA SAN ANTONIO,332,349,348,350,
S/N,AMN,,BIKE,334 - Nuerva York-Av. Insurgentes,3840,19.386568,-99.175089,Ampliación Nápoles,334 NUEVA YORK-AV. INSURGENTES,326,334,335,346,
S/N,AMN,,BIKE,326 - Eugenia-Nebraska,3840,19.388978,-99.174811,Ampliación Nápoles,326 EUGENIA-NEBRASKA,327,326,334,335,
S/N,BUE,,"BIKE,TPV",266 - Av. Jesús Garcia -  Carlos J. Meneses,,19.444031,-99.152187,Buenavista,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,267,266,268,269,
S/N,BUE,,BIKE,267 - Carlos J. Meneses - Av. jesús García,,19.443735,-99.152203,Buenavista,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,176,267,266,271,
S/N,BUE,,BIKE,268 Luis Donaldo Colosio - Av. Jesus Garcia,,19.442448,-99.151586,Buenavista,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,176,268,269,273,
S/N,BUE,,BIKE,269 Luis Donaldo Colosio - Aldama,,19.442467,-99.151658,Buenavista,269 LUIS DONALDO COLOSIO-ALDAMA ,176,269,268,273,
S/N,BUE,,BIKE,271 Av. Jesus Garcia - J. Meneses,,19.443467,-99.152491,Buenavista,272 AV. CENTRAL-J. MENESES ,266,272,267,271,
S/N,BUE,,BIKE,274 Luis Donaldo Colosio - Av. Insurgentes Norte,,19.442772,-99.153289,Buenavista,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ,176,274,268,273,
S/N,BUE,,BIKE,275 Héroes Ferrocarrileros - Av. Jesús García,,19.441062,-99.153164,Buenavista,275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,264,275,265,,
S/N,BUE,,BIKE,176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,,19.442689,-99.152286,Buenavista,176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,266,176,267,272,
S/N,CDD,,BIKE,348 - Indiana-Avenida San Antonio,3710,19.385365,-99.178216,Ciudad de los Deportes,348 INDIANA-AVENIDA SAN ANTONIO,347,348,349,350,
S/N,CDD,,BIKE,362 - Augusto Rodin-Alberto Balderas,3710,19.382207,-99.181043,Ciudad de los Deportes,362 AUGUSTO RODIN-ALBERTO BALDERAS,367,362,368,,
S/N,CDD,,BIKE,363 - Holbein-Paulo Ucello,3710,19.380813,-99.183851,Ciudad de los Deportes,363 HOLBEIN-PAULO UCELLO,362,363,365,367,
S/N,CDD,,"BIKE,TPV",353 - Carolina-Holbein,3710,19.382168,-99.178808,Ciudad de los Deportes,353 CAROLINA-HOLBEIN,354,353,361,362,
S/N,CEN,,"BIKE,TPV",262 - Republica de Cuba-Republica de Brasil,,19.43693,-99.13395,Centro,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,91,262,92,93,
S/N,CEN,,BIKE,260 - Av. Juárez-Balderas,,19.435354,-99.147742,Centro,260 AV JUAREZ-BALDERAS ,29,260,41,43,
S/N,CEN,,BIKE,105 - San Jerónimo-5 de Febrero,06500,19.426755,-99.135014,Centro,105 SAN JERONIMO-5 DE FEBRERO,101,105,104,106,
S/N,CEN,,BIKE,106 - San Jerónimo-José María Pino Suarez,06500,19.42649,-99.133537,Centro,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,100,106,101,105,
S/N,CEN,,BIKE,107 - Tolsa-Balderas,06500,19.427329,-99.149971,Centro,107 TOLSA-BALDERAS,98,107,108,122,
S/N,CEN,,"BIKE,TPV",108 - Tolsa-Balderas,06500,19.427305,-99.149533,Centro,108 TOLSA-BALDERAS,98,108,107,122,
S/N,CEN,,BIKE,109 - Nezahualcóyotl-Isabel la Católica,06500,19.425311,-99.137421,Centro,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,104,109,105,106,
S/N,CEN,,BIKE,065 - Marconi - Tacuba,06170,19.436142,-99.139906,Centro,65 MARCONI-TACUBA,52,65,55,,
S/N,CEN,,"BIKE,TPV",087 - Gante - Venustiano Carranza,,19.43182,-99.13974,Centro,87 GANTE-VENUSTIANO CARRANZA,88,87,95,96,
S/N,CEN,,"BIKE,TPV",089 - República de Guatemala - Monte de Piedad,,19.434946,-99.133989,Centro,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,88,89,90,,
S/N,CEN,,"BIKE,TPV",090 - José María Pino Suárez - Corregidora,,19.431698,-99.132446,Centro,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,88,90,89,,
S/N,CEN,,BIKE,091 - Republica de Cuba-Allende,06500,19.4374,-99.137571,Centro,91 REPUBLICA DE CUBA-ALLENDE,90,91,92,93,
S/N,CEN,,BIKE,092 - San Ildefonso-República de Argentina,06500,19.436531,-99.131497,Centro,92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,90,92,91,93,
S/N,CEN,,BIKE,093 - Palma Norte-Republica de Cuba,06500,19.436741,-99.134811,Centro,93 PALMA NORTE-REPUBLICA DE CUBA,90,93,91,92,
S/N,CEN,,BIKE,94 - Lic. Verdad-Moneda,,19.433766,-99.130918,Centro,94 LIC. VERDAD-MONEDA,94,94,,,
S/N,CEN,,BIKE,095 - 20 de Noviembre-Venustiano Carranza,06500,19.430722,-99.133698,Centro,95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,93,95,96,97,
S/N,CEN,,BIKE,096 - López-Ayuntamiento,06500,19.430625,-99.14248,Centro,96 LOPEZ-AYUNTAMIENTO,98,96,,,
S/N,CEN,,"BIKE,TPV",097 - Republica de Salvador-Pino Suarez,06500,19.429189,-99.132759,Centro,97 REPUBLICA DE SALVADOR-PINO SUAREZ,90,97,100,,
S/N,CEN,,BIKE,098 - Emilio Dondé-Av. Balderas,06500,19.430267,-99.14861,Centro,98 EMILIO DONDE-AV. BALDERAS,107,98,108,,
S/N,CEN,,BIKE,99 - Ernesto Pugibet-Luis Moya,,19.42995,-99.14591,Centro,99 ERNESTO PUGIBET-LUIS MOYA,96,99,98,122,
S/N,CEN,,BIKE,100 - 20 de Noviembre-Mesones,06500,19.428485,-99.1338,Centro,100 20 DE NOVIEMBRE-MESONES,95,100,97,101,
